distancia,horario,valor_pedido,pedidos_simultaneos,clima,congestionamento,taxa_entrega
24.201127182350795,6.7671102722262955,105.91714736384488,3,5.569211052031281,0.7738046935781462,23.98
16.06190772263802,10.292239890325693,95.75704234752672,6,0.0017526175716120473,9.044715144029947,19.94
4.013788218332254,14.605490452068379,112.43192281482258,2,0.9632605986705134,9.66976857938716,13.56
19.370602605149475,2.5260857834219648,74.5700424896788,3,5.0019225880638265,8.99119432075764,26.12
3.182295251835359,17.12614310815049,176.3384788071537,8,2.0976570288102403,3.79255944400958,11.16
10.300657583393862,22.175559306817572,119.1413248512318,8,7.28427585093956,9.587313263634288,22.72
13.107737949519436,7.713202436682093,81.40744193658715,9,6.039954990451521,7.0145896551836815,21.56
16.854381466704254,2.1548055620501647,64.08102403165549,9,6.8653554953847715,1.4465870838319927,21.23
19.029732413088045,14.839806470800257,14.777153470988042,2,2.090296014899937,4.570062349202403,21.7
21.073091853733274,6.659086858957224,143.00894047885237,7,5.499882257475256,7.410972392648453,25.17
23.80351582200072,10.770207693536285,59.20350766928649,3,1.4384692859109005,2.362675149177492,23.56
4.390765410390973,6.983399780867668,110.76352187123244,6,1.041009042322969,1.9222490097692624,11.12
10.611728323164792,9.343049706332685,111.93350039259408,4,5.472399974250868,6.69483664036089,18.45
6.4460085190582355,5.823831287711333,71.25075209830871,6,7.624692023677256,4.098004060482329,15.61
21.366064788012125,7.636330688177402,20.52667327579371,8,9.69304120784974,7.84080778734133,26.64
1.485278298569188,19.28658340076066,150.1243597013811,5,5.86483269275763,1.7291381307002307,7.64
27.32287628643772,2.1168432404741697,97.98129994640774,3,3.9307450733923277,7.070099263268914,32.22
12.452239614031985,1.619004256808627,59.59000763291901,2,0.2555400412856923,4.921560105608576,20.23
22.93284637500967,9.415428069572116,30.736801834634825,6,9.322274912780378,0.7833776921168778,28.16
14.475872084964966,11.119439305796856,18.970067682663903,6,6.074273810126021,1.9732417073072361,21.84
8.95820807872474,4.5066885259165845,181.8822432941846,8,4.6753787962586255,5.910087480487842,19.97
22.66312841855663,12.174162919260375,11.546743253111408,9,6.4567995231739195,4.18149889211557,26.97
3.364153331324702,15.92097476678264,75.66305063498065,7,2.184149870354269,4.683916650260591,11.08
12.664554755205696,8.810530038645954,111.30659368410127,2,8.134983713647376,7.8681992949866855,17.11
8.808349395508861,15.457128705597833,31.013963643163518,5,4.309301755945021,5.294640224642726,15.33
12.01319452739592,23.838637508533612,95.35238175640279,9,0.2630079085906434,1.4724840021375463,15.76
26.197721683468146,13.658687205547501,91.20794566651057,2,3.2556117944078586,0.33204334028818283,26.54
2.896730959132157,13.045359930700618,99.86238148087645,5,1.597148343596937,5.629451593985863,9.02
16.95896936937866,15.062525481659288,199.46236485773437,8,1.2802821919258567,9.34951195958953,22.3
16.65226122547793,22.745187493690764,16.000446356552125,3,5.490483125312994,3.75786004207596,23.99
10.299990553743159,18.517439315030487,28.20356125308384,9,6.067406789879163,6.631851982111869,18.59
29.211429999365734,11.282183927616545,98.30698925433643,4,9.529377908302406,4.207103207857172,32.08
8.945144881498491,0.3429165902291293,88.93119405174211,6,2.9333541722999215,2.59651009970837,12.98
15.493596209892955,6.716380432571164,158.36642586729238,3,6.134742594872732,9.85486614339224,21.05
4.864546710256783,9.990607086265797,120.63217530913313,3,3.9390278320128713,3.0140306786917117,13.74
6.294802551287775,21.64722961768537,25.07008354744392,9,8.557293069530642,3.762423437445459,17.79
25.304190316702517,19.544404625460277,153.29530489880128,8,2.829305494005445,8.734127156190512,28.76
0.6107194941616356,10.283904822584127,36.896833277672954,6,6.4995640633802045,5.37376315368194,10.2
23.587319799550446,11.650537897670967,67.52700330565587,6,5.981334111743898,1.0611606560734999,26.11
25.08759264906487,17.92835115073408,73.57756872356728,7,2.4393987573935396,4.182743723033546,25.86
28.168266485584752,6.815500747310607,19.192204729538133,8,7.242776610991535,8.991591939134244,36.39
29.191749065829338,2.2303223105030443,134.02120944969153,7,0.012643354618537828,2.3432476341002095,28.58
25.06827973710995,2.2297090770464627,100.21308282118913,6,1.1951369743152185,5.28216539469653,28.67
2.441619373300748,12.662616558091507,112.42058834557993,8,5.060285835088307,8.415681141154828,15.79
12.411880523925277,14.726882866713499,98.57104977762201,2,5.204077534121257,8.488759849267618,18.55
11.556407846665135,12.854910752137181,24.040346916206367,8,9.071432058739525,9.542414330466753,22.08
15.471289728917258,16.35012341519957,136.1851251919401,8,5.731480453171795,4.9265602481112,23.93
29.34737031007045,21.53281671821276,158.88813458952453,9,8.281462982810702,7.056737130230076,32.91
24.660211163745636,23.324994237142047,43.82062567817633,6,1.3802016663303684,0.8537991268966438,25.61
6.03246670079566,6.411792238202114,40.970633175737035,6,6.609267629972267,1.6024890956865268,10.19
21.09241952275663,6.238223530680798,102.42403928380848,7,5.050123010410865,6.730371553355919,27.86
20.63701762337699,22.840715659391133,87.90602562639378,3,8.933238405207193,0.07381506273771099,22.8
29.9733953590208,18.825112689882825,127.82652143226514,4,8.927798701640526,2.97162243407602,32.93
14.737619238325012,1.5326939588321693,113.29856359186684,5,6.321841339586191,1.9004727152499468,17.12
22.052483937446723,19.368859491321388,87.2640887538988,6,8.252843052055342,4.943736338740042,27.03
23.957879515293033,16.27464063050943,70.89075520315531,3,2.8662279589188886,2.534273316908171,26.36
8.211054576069884,22.732753204612933,149.94341956422747,7,4.4906820436505726,9.334611783534507,21.63
5.251675811408063,15.878516854373613,95.28784468891176,5,6.583975264632517,2.0387247587783497,10.39
21.1058429968994,2.540035209731678,74.50523676171412,8,4.196726425657672,7.273075256037522,27.67
27.035520629486978,15.043815202863824,105.36363134463848,5,6.099390291077188,4.707837681823906,30.22
27.49709074542522,7.651968250090949,171.26892987880302,8,2.4516240597738848,4.57693748372197,25.81
9.717245943950882,15.11216086758169,91.22801273763588,4,5.403793316554354,2.9553296936757367,14.9
28.646721581580756,10.979119287277621,78.37081694020546,4,2.63046217577367,5.504586713404204,29.08
21.8657909356843,7.898898437703971,36.980177084889384,6,7.051208337651611,6.14081282834436,28.38
1.1168564163254087,22.086510934593527,140.8167827777551,1,9.338324849973127,0.3170987859503338,6.79
21.9035928750943,18.156729542591396,143.6478135245345,5,1.9851885087956533,6.227379343748821,28.69
17.65894723819237,18.484506655376872,175.47593314992378,8,2.570921408926944,4.41177768522817,21.83
28.659776543334313,22.47962624644831,96.42814257093812,8,0.05344816767341665,0.6772009957973901,29.63
22.39879240133357,8.523332617615747,82.7660874628788,6,2.4893334004597625,3.3282385744191445,27.07
6.326349940515617,3.6824376284047555,96.73647840005813,9,9.131002754235135,1.4159749263629051,13.14
28.495691995013864,5.395598878993259,73.82791120892722,6,9.93655274622074,9.512165561889741,32.05
25.821718073278074,16.965205753476255,49.93220108625129,2,8.842049074783668,4.508892463658696,31.58
