distancia_km,horario_pedido,valor_pedido,pedidos_simultaneos,clima,congestionamento,taxa_entrega
19.039735882944445,4.441338962838485,85.89464828341274,19,7.314863597031158,4.690407475181539,53.47439962532894
47.56035816729085,13.000203727606811,81.62385173087995,5,9.581180089194337,8.009387215414304,117.19293593462028
36.733700119664555,20.941970602675035,272.81382835110065,8,2.2044600424541896,1.8015864773261925,85.0547283798374
30.13359496775331,17.56607502496537,82.36839795635677,7,8.861817721293452,1.0986311374078295,74.22059856321188
8.222922701900607,19.349401937196177,88.86542057730298,14,9.343041141674902,8.836839676879897,43.8424843096796
8.221728756642031,15.804212967390109,230.22549610120947,3,9.164205445320663,3.4292966275919587,30.745069146670776
3.3751388023258735,16.60771478278328,140.4245543106566,18,6.354143568619098,6.83870124909032,29.649685987417747
43.37571921585929,20.372203681052007,235.24606151700254,16,6.298206544347077,0.2534860426393848,99.80515024302441
30.255193081288837,5.98953553253187,28.95618569367172,19,4.032106331838228,6.900468884094496,78.47559307946712
35.549592600904255,11.741304877798939,151.39564616528145,19,7.523978823037879,3.1610131154697054,91.95358110150794
1.5189324676422211,5.306814509252257,19.74794405315196,18,5.312940183509319,0.5574085358744174,15.140789447946235
48.51053768201872,23.69415551183956,28.169429002052812,16,6.7743807122829445,6.09812761548117,115.01425178040118
41.705910719620874,22.64798355908185,272.86686146987915,8,4.284579038487955,2.4080381607317323,97.2498256573151
11.01078597857467,0.9458492047304564,50.3811576241026,1,7.31496464043139,3.8680724205188,34.58260638060638
9.50033587675148,16.926748388651365,164.40199785981295,17,8.24471517604549,0.8058081228651359,34.572156065856774
9.578523237744974,22.196707134801823,129.21772475420488,12,1.4643625660281612,1.4716325109494532,30.780134292942016
15.559991026497118,4.332002529604731,110.72956461506438,11,8.32929715574228,2.9797723549584374,49.220920163091435
26.475443365795773,13.62500608095758,270.951670249309,5,5.402965317903073,0.8975950056015713,64.74756876249431
21.88127842278473,21.96256425913712,16.328785064891953,12,8.446659090902243,9.108262646863153,65.07795852220872
14.915842439803075,0.8143640262733142,202.49900899092083,17,4.313017063410146,0.06047043183978418,40.716920448814115
30.786718288757783,16.731112211251688,289.3843859219296,6,3.79040485383035,4.838602188643114,74.98090767794847
7.404946102276071,7.133402686867492,172.44877320393417,1,9.150607325172224,1.2324745813255145,26.159439953396088
14.961160102493299,22.176264727082962,281.67851398959664,5,2.5116926754840128,3.076790894779485,41.10692284436615
18.634911243037738,23.29568730151717,25.154784992946894,14,8.442123252861432,9.260595598182654,64.0417262256496
23.075464218743278,22.652953073831277,131.4500625315068,5,4.840205725094041,1.6169455327398685,57.41619521738924
39.366210088954176,11.376399057612556,85.44575937899484,1,5.140954425512597,9.658323197183327,98.33020702160044
10.383852216838807,20.680403197233627,221.93807984441165,18,3.0846828148948404,2.057943769894217,34.550810797927674
25.954604701473773,20.260740070856336,294.5761562442015,16,5.730422006190157,7.4156610846682955,70.67853573893738
29.824521158671104,7.655220353105702,84.39371810883186,9,3.252111962762113,5.466772648973118,74.60386693735622
2.7992954296398875,19.88568222487475,199.7106344274816,19,0.3926941424165231,8.844787275967592,26.02933118457166
30.573470169121197,0.8878131568246679,67.44831350032464,5,2.7199860534435603,5.539932555031309,74.97358703480973
8.94094412252093,14.30451438478445,173.94577382576688,2,0.06379043406590679,5.345592191563087,26.15649836030493
3.7200538527713363,5.517912006531996,144.5404211396175,15,9.783547870568567,1.9545800036839989,20.98598427466052
47.469834094039996,2.8923995897969186,291.88154559314574,7,9.657472098197475,1.6622936205165872,109.55626989520785
48.29878563719069,1.8461073070847276,186.4729090819753,4,3.9515529747230502,9.164891511155142,112.33743955969334
40.515668731764826,16.70396773331657,111.35684790517745,1,7.28370854339646,3.2783819885003407,95.12638657252506
15.578381574081849,8.153600380795906,43.08777761750068,13,3.45806098410425,3.7208225496289593,43.134939185081194
5.334769643316002,17.387154848974987,53.86158033313102,7,6.710931570859761,7.5982365842838835,30.859358794480926
34.369534812351766,1.5678986157666273,75.34190968585817,15,8.05430043045979,3.3882348242280735,85.70814891973154
22.287548440110264,7.563815204556342,82.78033178868641,14,9.467562446922408,9.520624466390027,68.48374894978595
6.540892624816552,12.94239610408434,256.67865677392996,19,4.00212275849672,7.379277689988003,34.10519914780829
25.011257050507876,18.969448724486735,172.75460860193223,18,7.832979829560477,5.9742924257342,72.75609153132817
2.2022317952033106,7.646872545340357,161.78336429856626,10,2.659284506321188,8.808951605447525,20.546633506135315
45.51135990289971,15.015134120723847,43.282972842073065,9,9.903323037936483,0.4960590834948275,103.58894592360782
13.309609089200837,21.254606180186126,259.4405110713361,8,0.2576959876435114,2.5706269218920874,39.39046906758983
33.294853075522106,14.774557884493486,219.61614793046027,10,6.035288065011209,4.6503633422091,84.43049897196448
15.929698266425842,5.588697799339673,29.623824951000458,17,6.595059816513271,2.2697853947152105,45.374067185399596
26.243367048301636,0.585374749541347,215.27217819663292,2,6.880455570741288,7.439051873021519,67.7087221319612
27.562158827492343,20.873671984883305,167.62608302936735,6,1.2038757878908901,9.192080310537252,72.22738282305995
9.650295548513588,0.5102531663007874,33.70035026656569,5,9.385297834731304,4.2377011993092335,31.874324084266224
48.49443907434565,20.984093127693942,142.90718604331036,9,1.811832790500828,3.4213260011189495,108.30741308456895
38.86907475637517,12.689201845312814,150.5619232677136,5,6.2275340323984105,9.615507321375663,95.86540506731126
47.00519760742736,22.52823408732438,58.07461664734997,18,2.2267607912308494,4.448524328275409,109.98397563676954
44.79395384616862,19.162809826210232,284.2524626300819,9,3.0721641702127087,4.890484004492832,105.13700953830838
30.096048951148713,23.940439311694764,256.492857729392,17,5.464585417281244,3.516498723419054,77.88514251299016
46.13277463364428,8.413576452686526,204.0164778254414,17,4.171934185645765,9.095484730121385,111.92551535558798
4.880378851570015,18.404847051457732,144.0657126901761,12,1.6022560097650629,5.689554832818508,24.765944571565527
10.201151689747688,9.64232261748572,129.41200705950746,7,1.7093640242084829,7.621745871816446,36.42845576789153
2.7387508010716344,11.512216131090772,198.78230547377672,3,4.181447881627997,8.118067183508863,20.19349250385107
16.603851372781584,15.053856062608697,168.1752421280026,10,7.572829782755007,3.418490419172582,50.35715446049876
19.73952583962936,20.959513969330267,28.05920070574683,2,8.979646468477885,4.3369433132038,57.72984754215589
13.931777072807847,23.608162426091088,158.6257681433962,3,0.8412766225938284,8.484717744062646,43.79135548705231
41.522506703020504,18.43087919860979,243.85704899752346,16,3.9310390755940103,3.6325535167581027,98.08852014143393
18.15928967133267,10.022225104194336,143.17956450311783,2,1.0024556372287663,7.939351334518513,53.02634934348542
14.406258229525347,10.108354484626913,25.06740749073784,10,0.16592480632597884,9.409923225744372,46.131660149935904
27.3634561163333,17.694599415117505,238.0206778213696,6,6.617186826439566,6.23210373068007,73.11943748700564
7.475749136250751,5.728263726981573,68.39549681943257,11,6.024494419665878,7.416272874518889,33.014386638850326
40.20875054732496,2.6502739740221575,85.00004211753125,7,1.630191138148862,8.05097312041135,98.28305826425834
4.190256862148656,8.507385561802229,57.76484249536581,15,2.3381283309306413,8.450396488966426,27.585832377286525
49.35090336172561,6.89086340978142,105.7623688127343,6,0.2370775364451838,3.9505333785679597,110.48144886909868
38.72611608018454,7.108431809739201,229.45793664970415,9,8.349472056944037,0.5126345917599817,90.49990576967537
10.336426235941534,5.6042499476873395,160.62189925614183,12,9.746905960485515,4.018762712367395,36.692822554770395
0.7733447976183188,1.0098156193763215,69.41556950370665,19,1.354595367946908,6.737562297840897,17.16767243360482
40.86534070851429,0.4287956942545973,264.5707226640918,3,2.314752137652981,4.503503857807928,94.18830937242842
35.48943852045705,23.695460129767394,265.0787379359434,15,8.68409523946934,7.489631508603986,93.36972142637993
36.58585481802887,10.262277478323337,262.467743263342,2,9.264637979561849,3.5698242946866388,86.03366415663999
38.67788216095431,9.219996265360763,79.25090130064639,2,4.196273828068104,6.347441411040295,94.93299891045623
4.165210260837473,16.304738311806744,140.85940981248655,3,0.5062247226907413,1.8641980485397458,19.14531256368639
18.244053562941495,5.235910769882889,295.6470002808538,6,0.393918336928194,7.493694366449569,50.958791223552474
6.235518446493921,22.789568802965903,233.8836181298972,15,5.739498660690105,5.456959688130258,30.666451319059792
43.22361958084188,18.86441689582909,17.878552155412347,10,3.9289510889317905,2.0406438854660056,99.6368140674937
31.35325727796412,2.1449699454711055,28.909331465542696,9,0.28652427577654516,2.9191117349780726,73.55966557207782
16.879452230206134,10.01776281108043,144.5400992755765,1,5.832523923125567,7.4860870858183235,47.31352868539635
3.64613833915817,21.09004819841633,273.67385969985247,16,0.11302536589022472,4.826012356615207,25.652331101946924
15.893624924925279,22.66412121477093,166.22352140628712,6,7.87371958149273,2.1603144039307223,45.16600970225436
16.59657444032398,11.212962254884374,154.36562732994418,9,3.064328227033716,9.672711903702977,52.31646267387309
36.61550582773417,14.715739227164876,40.58737298742287,4,0.402580030092321,7.15125019816888,87.90742611556857
32.05909483208305,4.007144366748884,200.46623037004528,2,5.883522209831533,9.571348325397961,85.427288859188
44.41703075752817,23.778135341026065,248.4099165740654,4,3.976844144330547,4.271050453603432,103.1391618134176
23.87463879551649,5.557804116188807,120.32180217719308,1,9.738004133571495,4.751003406917205,65.50782441788526
6.419915173945935,22.616135261501665,234.92743676834496,19,5.441986625037022,8.979552161850192,36.21208055260241
35.80561696753825,15.585023109326919,289.6982296312354,10,2.752391810370083,5.250493402453847,85.35359826033915
38.15885990653642,14.579605709143829,69.09227314702983,15,7.094388646339747,7.072789119056671,96.59772502836798
28.283221279690064,12.29939737928604,161.76559304647498,19,2.714920025427113,2.5217287749552995,70.29780800240522
38.66287540775077,5.53376878310903,93.2700078445269,16,9.04243291407565,4.467264687026406,93.44150311052032
24.94288202003734,4.234907487812143,239.9277815198134,4,3.747219705073764,1.234498658103551,59.75394745370469
26.375275054408707,5.289464155593507,177.50207610553568,2,5.498685627762052,2.0598003587696168,63.52179382180219
21.663280408748207,4.472653908840666,194.0289010895881,13,0.5057310382422886,0.00943415267631087,52.470758438365756
1.7582467738327119,18.70223152086641,241.39510628860927,1,4.261212379522307,0.3926505164866023,13.400002575397291
5.8406256361685704,8.399504967409854,124.83143707211191,17,8.32363539660995,9.772838231769294,33.8792033536313
2.0557446914933455,1.3876458107558787,275.37611983804254,13,8.05648805363342,2.4235369513676233,19.454535930682084
32.00231535755713,23.248772097078064,164.5783715013806,4,2.2431855885352627,6.633107095040019,78.94761039374934
16.06062106327817,21.202023380272582,55.80689862225092,7,2.260790710105627,8.390996987996115,45.51333102345761
25.674249212652786,22.256777273853157,211.8107442689527,17,8.173053122132368,5.506604592365642,71.76028672805404
45.42454045934161,23.86783866528798,240.0457916270938,9,9.303984201693256,1.531445000839562,105.38819129604722
12.83996534286931,4.1717470287755,101.86088634958273,4,0.9536092127300355,7.281164373361664,40.228270124937794
20.81395469026367,9.505846033474782,258.58198452963836,19,4.500586394262252,6.00251410099583,62.62960888591135
37.89978135788091,18.19014103214115,272.78154388207224,1,3.3745427896422897,7.312505893473751,94.85996364699292
11.825509191835312,16.697534627110475,90.3023013395646,10,8.706884554574394,7.697466228570872,44.12399596890699
4.310505536525254,3.6919627930931225,295.2212270874144,4,0.8352491468001877,9.754103676847452,23.722162845738282
14.842696919231518,19.57183666852492,50.806343134139944,9,2.111259425580374,5.7356328002670995,46.110864941249694
8.480453719073218,5.384329318361489,68.58454383672209,13,7.524683375864943,3.4164111269060182,31.722754797021544
46.52003379095736,5.369384579594727,63.42520337902758,14,0.5129384898121558,6.484645569002371,108.70578563730305
40.50195878843864,12.88201640521299,269.25701590228243,10,4.925353807142892,0.6844070924262613,91.447912070056
31.853485947265963,14.224629036852457,199.74484017423893,6,4.4210703467972,8.973973183215863,82.88998177886576
43.63729921429203,13.91626812602909,54.110242134459135,16,3.3440117898874866,1.1938101133819679,98.51408002107246
40.28176780650617,2.1947692291721395,137.6937913268212,6,3.945723153189238,3.2784283788581825,94.01068261542954
9.735217914858774,21.050286094502823,188.43642727024258,17,5.29940586930233,8.15745380626121,39.897654643951284
44.6816704252539,6.371745021703058,34.204584646921155,10,1.6136735838838312,5.973123783307118,104.7721297315296
27.197440974824712,3.107062961574472,265.90074683812827,18,5.719958782835928,3.936355202774421,68.20477191522099
40.468287680621096,21.32106643605676,243.0450252780452,18,8.054323292999863,4.734356593750214,101.60196103001405
44.85651934621291,22.926079442531783,156.50996433722509,3,7.60160929790159,8.545473932021803,108.5023491137493
16.24117201110726,20.68244153819816,290.4667184251594,15,1.5389990469377368,3.400043860598921,47.11189677056389
5.9475702641199995,19.420290632649824,131.1506839897789,15,1.492494697414739,8.696496848121713,32.814715248356045
11.782790545826114,15.71925511553013,295.3919925205844,4,2.6817436774491332,0.8813443097669149,32.85974840386155
21.641835536999686,13.215068320913252,203.69679965305184,9,3.610747263410372,7.767984372086307,59.43478554376328
40.99173091316341,2.086812370274729,194.05466924364302,19,4.084555814084826,8.475476330547364,102.25511606164795
43.106163871189,9.798792581566062,58.12691963577765,17,6.796972168333452,1.8181765283733875,99.54739751459488
0.8441304612939398,8.940797523125411,265.75904990834675,11,0.566804321658354,4.303465323722005,13.76283976065576
25.781991477589504,6.231493272410225,133.9720094969784,9,0.34672704226066386,1.6549977466365562,61.2136875394305
21.16184465586456,17.35484852738915,57.04768767691901,10,3.9191056294390902,7.066041289942177,62.12578232329131
11.494336618301148,11.89605888453971,13.656180792970122,18,6.971636921379805,5.353477680616567,41.657405297061935
6.433335683017299,1.9442987196244739,172.32914825513095,13,1.9343534295648257,6.353233467083211,28.015797684630357
17.211950984479582,5.282195014775974,162.94589041557614,8,6.415044812562517,1.9648696695621115,47.83078288671441
47.1740303436697,16.391377740193704,218.61255048705598,7,2.5982813794029944,2.117458620524195,105.87935561659397
16.498545135027385,1.8263793191723012,268.1748353751626,17,8.860861088135163,0.4149732550990637,47.37842730088799
26.180135776296623,20.42045386802996,33.02790954647856,15,8.956899442666165,3.220675351957297,71.71924233178103
